Date,Time,System Utilization,Eligible/Idle Jobs,Active Jobs
2021/03/13,10:44,99.926,24/43,68
2021/03/13,10:54,99.778,24/44,68
2021/03/13,11:04,99.187,25/45,66
2021/03/13,11:14,99.261,28/54,67
2021/03/13,11:24,97.857,23/43,67
2021/03/13,11:34,99.704,22/42,67
2021/03/13,11:44,99.557,22/41,67
2021/03/13,11:54,99.483,22/40,66
2021/03/13,12:04,99.483,28/52,66
2021/03/13,12:14,99.113,33/62,63
2021/03/13,12:24,99.113,35/66,63
2021/03/13,12:34,99.113,35/66,63
2021/03/13,12:44,99.113,35/66,63
2021/03/13,12:54,98.891,35/66,62
2021/03/13,13:04,98.891,36/68,62
2021/03/13,13:14,99.557,37/72,63
2021/03/13,13:24,99.039,36/74,62
2021/03/13,13:34,98.965,34/68,63
2021/03/13,13:44,98.965,31/60,63
2021/03/13,13:54,98.965,33/64,63
2021/03/13,14:04,98.965,33/66,63
2021/03/13,14:14,99.926,31/63,64
2021/03/13,14:24,99.926,31/61,64
2021/03/13,14:34,99.926,32/63,64
2021/03/13,14:44,99.926,38/75,64
2021/03/13,14:54,99.926,42/83,64
2021/03/13,15:04,99.926,42/83,64
2021/03/13,15:14,99.926,43/85,64
2021/03/13,15:24,100.000,42/84,64
2021/03/13,15:34,100.000,45/90,64
2021/03/13,15:44,100.000,44/88,64
2021/03/13,15:54,100.000,43/85,64
2021/03/13,16:04,100.000,43/85,64
2021/03/13,16:14,100.000,46/91,64
2021/03/13,16:24,100.000,46/92,64
2021/03/13,16:34,100.000,46/91,64
2021/03/13,16:44,99.926,40/85,69
2021/03/13,16:54,99.926,42/83,69
2021/03/13,17:04,99.926,44/87,69
2021/03/13,17:14,99.926,42/85,70
2021/03/13,17:24,99.926,42/81,70
2021/03/13,17:34,99.926,44/85,70
2021/03/13,17:44,99.926,44/85,70
2021/03/13,17:54,99.926,48/93,70
2021/03/13,18:04,99.778,46/92,70
2021/03/13,18:14,99.704,45/88,70
2021/03/13,18:24,99.335,45/89,68
2021/03/13,18:34,98.744,46/92,66
2021/03/13,18:44,99.704,45/90,65
2021/03/13,18:54,99.261,47/94,62
2021/03/13,19:04,97.487,46/92,62
2021/03/13,19:14,97.487,47/90,62
2021/03/13,19:24,100.000,48/93,62
2021/03/13,19:34,100.000,50/96,62
2021/03/13,19:44,100.000,51/98,62
2021/03/13,19:54,99.852,51/99,62
2021/03/13,20:04,99.852,51/98,62
2021/03/13,20:14,100.000,51/99,63
2021/03/13,20:24,100.000,51/98,63
2021/03/13,20:34,99.852,51/98,62
2021/03/13,20:44,100.000,54/105,62
2021/03/13,20:54,100.000,54/109,61
2021/03/13,21:04,100.000,52/100,61
2021/03/13,21:14,100.000,51/99,61
2021/03/13,21:24,100.000,51/98,61
2021/03/13,21:34,99.704,51/98,60
2021/03/13,21:44,99.704,51/98,60
2021/03/13,21:54,99.926,46/94,64
2021/03/13,22:04,99.704,49/96,63
2021/03/13,22:14,99.704,47/91,64
2021/03/13,22:24,99.704,47/89,64
2021/03/13,22:34,99.261,48/92,63
2021/03/13,22:44,99.261,48/91,63
2021/03/13,22:54,99.261,48/91,63
2021/03/13,23:04,100.000,43/90,68
2021/03/13,23:14,99.778,40/79,72
2021/03/13,23:24,99.704,40/74,71
2021/03/13,23:34,100.000,39/75,73
2021/03/13,23:44,99.926,38/70,72
2021/03/13,23:54,99.926,39/72,72
2021/03/14,00:04,99.926,38/71,72
2021/03/14,00:14,99.704,37/69,70
2021/03/14,00:24,99.852,37/70,70
2021/03/14,00:34,100.000,37/69,71
2021/03/14,00:44,99.852,37/69,70
2021/03/14,00:54,99.852,37/68,70
2021/03/14,01:04,99.630,35/66,69
2021/03/14,01:14,99.039,34/63,67
2021/03/14,01:24,97.118,34/63,63
2021/03/14,01:34,98.670,31/61,65
2021/03/14,01:44,96.822,29/54,64
2021/03/14,01:54,96.970,25/50,66
2021/03/14,02:04,93.348,24/45,64
2021/03/14,02:14,90.096,24/44,63
2021/03/14,02:24,90.096,24/44,63
2021/03/14,02:34,86.548,24/44,61
2021/03/14,02:44,86.179,24/44,60
2021/03/14,02:54,86.179,24/44,60
2021/03/14,03:04,86.179,25/47,60
2021/03/14,03:14,85.883,25/46,59
2021/03/14,03:24,99.630,24/45,56
2021/03/14,03:34,99.630,24/44,56
2021/03/14,03:44,99.630,24/44,56
2021/03/14,03:54,99.630,24/44,56
2021/03/14,04:04,99.557,24/44,55
2021/03/14,04:14,99.557,24/44,55
2021/03/14,04:24,99.557,24/44,55
2021/03/14,04:34,97.783,24/44,54
2021/03/14,04:44,97.783,24/44,54
2021/03/14,04:54,97.783,24/44,54
2021/03/14,05:04,100.000,22/45,56
2021/03/14,05:14,100.000,19/36,56
2021/03/14,05:24,100.000,20/37,56
2021/03/14,05:34,100.000,20/37,56
2021/03/14,05:44,100.000,20/37,56
2021/03/14,05:54,100.000,21/40,56
2021/03/14,06:04,100.000,21/39,56
2021/03/14,06:14,100.000,20/38,56
2021/03/14,06:24,100.000,20/37,56
2021/03/14,06:34,100.000,20/37,56
2021/03/14,06:44,88.544,4/24,66
2021/03/14,06:54,87.731,3/4,64
2021/03/14,07:04,87.731,3/3,64
2021/03/14,07:14,87.288,3/3,63
2021/03/14,07:24,86.179,3/3,62
2021/03/14,07:34,86.179,3/3,62
2021/03/14,07:44,89.505,3/4,63
2021/03/14,07:54,89.505,3/3,63
2021/03/14,08:04,89.283,3/3,62
2021/03/14,08:14,89.283,3/3,62
2021/03/14,08:24,89.283,3/4,62
2021/03/14,08:34,89.283,3/3,62
2021/03/14,08:44,89.283,3/3,62
2021/03/14,08:54,89.283,3/3,62
2021/03/14,09:04,88.987,3/5,63
2021/03/14,09:14,88.987,3/3,63
2021/03/14,09:24,88.987,3/3,63
2021/03/14,09:34,89.431,3/4,64
2021/03/14,09:44,89.431,3/3,64
2021/03/14,09:54,89.357,3/4,64
2021/03/14,10:04,90.983,3/5,66
2021/03/14,10:14,64.893,4/5,62
2021/03/14,10:24,64.523,5/8,62
2021/03/14,10:34,64.819,4/6,63
2021/03/14,10:44,64.819,4/5,63
2021/03/14,10:54,64.819,4/5,63
2021/03/14,11:04,65.115,5/9,63
2021/03/14,11:14,65.115,4/5,63
2021/03/14,11:24,66.445,5/9,65
2021/03/14,11:34,66.445,7/11,65
2021/03/14,11:44,61.419,7/11,63
2021/03/14,11:54,60.828,6/10,63
2021/03/14,12:04,60.828,6/9,63
2021/03/14,12:14,60.828,6/9,63
2021/03/14,12:24,60.828,6/9,63
2021/03/14,12:34,61.271,8/14,64
2021/03/14,12:44,61.271,10/16,64
2021/03/14,12:54,61.271,10/16,64
2021/03/14,13:04,60.976,8/18,64
2021/03/14,13:14,60.089,8/14,63
2021/03/14,13:24,60.089,8/14,63
2021/03/14,13:34,59.719,8/14,62
2021/03/14,13:44,59.793,7/16,62
2021/03/14,13:54,57.354,9/19,62
2021/03/14,14:04,57.354,8/16,62
2021/03/14,14:14,99.852,6/13,61
2021/03/14,14:24,100.000,5/10,61
2021/03/14,14:34,100.000,5/9,61
2021/03/14,14:44,100.000,5/9,61
2021/03/14,14:54,100.000,6/11,61
2021/03/14,15:04,100.000,6/11,61
2021/03/14,15:14,100.000,6/11,61
2021/03/14,15:24,100.000,6/11,61
2021/03/14,15:34,100.000,6/11,61
2021/03/14,15:44,100.000,6/11,61
2021/03/14,15:54,100.000,8/15,61
2021/03/14,16:04,100.000,12/23,61
2021/03/14,16:14,100.000,12/25,61
2021/03/14,16:24,99.926,10/22,62
2021/03/14,16:34,99.926,11/23,62
2021/03/14,16:44,99.778,11/23,62
2021/03/14,16:54,99.926,9/20,61
2021/03/14,17:04,100.000,7/15,62
2021/03/14,17:14,99.483,4/11,64
2021/03/14,17:24,99.704,4/7,65
2021/03/14,17:34,99.704,4/6,65
2021/03/14,17:44,99.778,6/11,66
2021/03/14,17:54,100.000,5/10,67
2021/03/14,18:04,99.557,3/6,68
2021/03/14,18:14,99.557,3/4,68
2021/03/14,18:24,99.557,3/4,68
2021/03/14,18:34,99.483,4/6,67
2021/03/14,18:44,99.483,4/6,67
2021/03/14,18:54,99.483,4/6,67
2021/03/14,19:04,99.409,5/8,66
2021/03/14,19:14,99.483,4/7,67
2021/03/14,19:24,99.261,4/6,66
2021/03/14,19:34,99.261,4/6,66
2021/03/14,19:44,99.852,3/5,66
2021/03/14,19:54,99.852,4/6,66
2021/03/14,20:04,100.000,4/8,68
2021/03/14,20:14,100.000,4/6,68
2021/03/14,20:24,100.000,5/8,68
2021/03/14,20:34,99.926,8/14,67
2021/03/14,20:44,60.680,2/8,71
2021/03/14,20:54,60.163,2/5,72
2021/03/14,21:04,60.458,4/9,74
2021/03/14,21:14,60.458,4/4,74
2021/03/14,21:24,60.606,3/7,74
2021/03/14,21:34,60.828,2/4,74
2021/03/14,21:44,60.828,2/2,74
2021/03/14,21:54,60.828,3/3,74
2021/03/14,22:04,66.962,5/7,75
2021/03/14,22:14,70.510,5/6,76
2021/03/14,22:24,70.510,6/6,76
2021/03/14,22:34,67.554,7/16,75
2021/03/14,22:44,67.775,6/12,75
2021/03/14,22:54,71.471,6/7,76
2021/03/14,23:04,71.471,7/8,76
2021/03/14,23:14,77.901,10/21,77
2021/03/14,23:24,81.079,10/21,77
2021/03/14,23:34,79.379,10/20,77
2021/03/14,23:44,82.631,10/16,78
2021/03/14,23:54,82.631,11/16,78
2021/03/15,00:04,82.631,12/17,78
2021/03/15,00:14,82.631,16/21,78
2021/03/15,00:24,83.592,14/30,78
2021/03/15,00:34,83.592,13/26,78
2021/03/15,00:44,83.592,12/24,78
2021/03/15,00:54,81.966,11/24,78
2021/03/15,01:04,82.336,10/21,78
2021/03/15,01:14,82.188,9/18,77
2021/03/15,01:24,82.188,7/15,77
2021/03/15,01:34,81.301,7/13,74
2021/03/15,01:44,81.227,7/13,73
2021/03/15,01:54,80.857,7/13,72
2021/03/15,02:04,80.857,7/13,72
2021/03/15,02:14,80.857,7/13,72
2021/03/15,02:24,80.857,10/19,72
2021/03/15,02:34,74.353,10/19,70
2021/03/15,02:44,67.627,10/19,68
2021/03/15,02:54,67.627,10/19,68
2021/03/15,03:04,63.636,10/19,66
2021/03/15,03:14,63.636,10/19,66
2021/03/15,03:24,63.636,10/19,66
2021/03/15,03:34,61.789,10/19,65
2021/03/15,03:44,61.789,10/19,65
2021/03/15,03:54,61.789,10/19,65
2021/03/15,04:04,61.789,10/19,65
2021/03/15,04:14,58.019,9/18,64
2021/03/15,04:24,58.019,9/17,64
2021/03/15,04:34,56.837,9/17,61
2021/03/15,04:44,56.837,9/17,61
2021/03/15,04:54,56.245,9/18,60
2021/03/15,05:04,63.784,4/13,65
2021/03/15,05:14,63.415,6/13,64
2021/03/15,05:24,63.415,5/11,64
2021/03/15,05:34,63.415,5/9,64
2021/03/15,05:44,63.415,5/10,64
2021/03/15,05:54,63.193,5/9,63
2021/03/15,06:04,63.193,4/9,63
2021/03/15,06:14,92.018,3/7,61
2021/03/15,06:24,92.018,0/3,63
2021/03/15,06:34,91.944,2/0,62
2021/03/15,06:44,91.944,2/0,62
2021/03/15,06:54,84.627,1/3,55
2021/03/15,07:04,84.627,2/4,55
2021/03/15,07:14,84.627,2/4,55
2021/03/15,07:24,84.627,2/4,55
2021/03/15,07:34,84.627,2/4,55
2021/03/15,07:44,84.627,2/4,55
2021/03/15,07:54,84.627,2/4,55
2021/03/15,08:04,87.879,2/5,56
2021/03/15,08:14,87.583,3/7,56
2021/03/15,08:24,85.809,3/6,55
2021/03/15,08:34,81.744,3/6,52
2021/03/15,08:44,97.561,3/9,55
2021/03/15,08:54,81.818,3/7,53
2021/03/15,09:04,81.818,3/7,53
2021/03/15,09:14,81.375,4/10,53
2021/03/15,09:24,78.492,3/8,53
2021/03/15,09:34,77.679,6/13,53
2021/03/15,09:44,77.236,9/18,52
2021/03/15,09:54,76.866,10/21,52
2021/03/15,10:04,77.384,10/22,54
2021/03/15,10:14,81.523,12/25,54
2021/03/15,10:24,81.449,14/28,53
2021/03/15,10:34,81.227,14/29,53
2021/03/15,10:44,84.183,14/29,52
2021/03/15,10:54,81.079,19/41,54
2021/03/15,11:04,85.366,20/45,59
2021/03/15,11:14,85.809,19/41,60
2021/03/15,11:24,82.853,19/37,60
2021/03/15,11:34,82.557,20/36,59
2021/03/15,11:44,82.188,20/37,59
2021/03/15,11:54,82.705,21/42,61
2021/03/15,12:04,83.001,25/47,62
2021/03/15,12:14,83.296,25/47,63
2021/03/15,12:24,82.853,26/48,62
2021/03/15,12:34,82.262,26/47,60
2021/03/15,12:44,89.727,27/54,64
2021/03/15,12:54,88.692,32/64,66
2021/03/15,13:04,92.831,30/56,64
2021/03/15,13:14,92.018,32/57,63
2021/03/15,13:24,94.013,32/58,61
2021/03/15,13:34,91.574,31/60,61
2021/03/15,13:44,91.279,29/56,62
2021/03/15,13:54,91.279,29/52,62
2021/03/15,14:04,90.909,27/51,62
2021/03/15,14:14,88.840,26/48,60
2021/03/15,14:24,88.766,26/50,60
2021/03/15,14:34,88.101,27/51,57
2021/03/15,14:44,86.844,23/47,60
2021/03/15,14:54,86.770,22/41,60
2021/03/15,15:04,87.879,25/47,63
2021/03/15,15:14,88.840,28/55,66
2021/03/15,15:24,89.209,25/47,66
2021/03/15,15:34,89.283,25/44,66
2021/03/15,15:44,87.805,24/42,65
2021/03/15,15:54,86.622,24/42,62
2021/03/15,16:04,86.992,25/46,63
2021/03/15,16:14,85.735,28/55,60
2021/03/15,16:24,85.661,28/53,59
2021/03/15,16:34,84.405,28/54,58
2021/03/15,16:44,84.405,29/56,58
2021/03/15,16:54,85.144,32/63,60
2021/03/15,17:04,85.957,35/71,63
2021/03/15,17:14,85.883,36/66,62
2021/03/15,17:24,85.661,37/69,61
2021/03/15,17:34,86.475,37/74,63
2021/03/15,17:44,85.366,37/71,60
2021/03/15,17:54,85.292,37/72,59
2021/03/15,18:04,85.366,37/72,60
2021/03/15,18:14,82.779,38/76,55
2021/03/15,18:24,82.188,38/75,54
2021/03/15,18:34,79.897,39/76,54
2021/03/15,18:44,79.823,39/75,53
2021/03/15,18:54,79.823,39/75,53
2021/03/15,19:04,79.010,39/75,51
2021/03/15,19:14,79.010,39/75,51
2021/03/15,19:24,79.010,39/75,51
2021/03/15,19:34,78.714,39/75,50
2021/03/15,19:44,78.492,39/77,49
2021/03/15,19:54,77.679,41/81,48
2021/03/15,20:04,77.679,42/83,48
2021/03/15,20:14,77.975,42/85,50
2021/03/15,20:24,77.975,42/83,50
2021/03/15,20:34,77.975,42/83,50
2021/03/15,20:44,78.123,43/86,51
2021/03/15,20:54,74.575,44/87,49
2021/03/15,21:04,74.575,44/87,49
2021/03/15,21:14,74.575,44/87,49
2021/03/15,21:24,73.319,44/87,46
2021/03/15,21:34,73.097,44/87,45
2021/03/15,21:44,72.358,43/86,44
2021/03/15,21:54,72.579,44/87,45
2021/03/15,22:04,72.875,44/90,47
2021/03/15,22:14,68.958,44/86,45
2021/03/15,22:24,68.958,44/86,45
2021/03/15,22:34,69.032,44/88,46
2021/03/15,22:44,68.441,45/87,44
2021/03/15,22:54,68.367,47/92,43
2021/03/15,23:04,72.210,48/96,44
2021/03/15,23:14,68.662,48/94,42
2021/03/15,23:24,70.140,48/97,45
2021/03/15,23:34,66.741,48/96,45
2021/03/15,23:44,65.558,49/98,43
2021/03/15,23:54,65.336,49/99,43
2021/03/16,00:04,65.558,50/102,43
2021/03/16,00:14,65.558,50/100,43
2021/03/16,00:24,65.484,50/100,42
2021/03/16,00:34,65.484,50/101,42
2021/03/16,00:44,64.893,50/100,40
2021/03/16,00:54,64.893,50/100,40
2021/03/16,01:04,64.893,50/100,40
2021/03/16,01:14,64.597,51/102,39
2021/03/16,01:24,64.597,51/102,39
2021/03/16,01:34,64.597,51/102,39
2021/03/16,01:44,64.597,51/102,39
2021/03/16,01:54,64.597,51/102,39
2021/03/16,02:04,64.523,51/102,38
2021/03/16,02:14,64.523,51/102,38
2021/03/16,02:24,64.375,51/102,36
2021/03/16,02:34,64.375,51/102,36
2021/03/16,02:44,64.375,51/102,36
2021/03/16,02:54,64.375,51/102,36
2021/03/16,03:04,64.375,51/102,36
2021/03/16,03:14,64.375,51/102,36
2021/03/16,03:24,61.123,51/102,35
2021/03/16,03:34,61.123,51/102,35
2021/03/16,03:44,56.689,51/102,34
2021/03/16,03:54,56.689,51/102,34
2021/03/16,04:04,56.467,51/102,33
2021/03/16,04:14,56.467,51/102,33
2021/03/16,04:24,56.467,51/102,33
2021/03/16,04:34,56.467,51/102,33
2021/03/16,04:44,56.467,51/102,33
2021/03/16,04:54,56.467,51/102,33
2021/03/16,05:04,56.467,51/102,33
2021/03/16,05:14,51.885,50/101,30
2021/03/16,05:24,51.885,52/105,30
2021/03/16,05:34,100.000,51/103,28
2021/03/16,05:44,100.000,50/100,28
2021/03/16,05:54,100.000,50/100,28
2021/03/16,06:04,100.000,50/100,28
2021/03/16,06:14,100.000,48/98,29
2021/03/16,06:24,100.000,48/96,29
2021/03/16,06:34,100.000,19/67,55
2021/03/16,06:44,100.000,18/35,55
2021/03/16,06:54,100.000,16/34,56
2021/03/16,07:04,100.000,15/29,56
2021/03/16,07:14,100.000,16/31,56
2021/03/16,07:24,100.000,18/35,56
2021/03/16,07:34,100.000,20/39,56
2021/03/16,07:44,100.000,20/39,56
2021/03/16,07:54,100.000,20/39,56
2021/03/16,08:04,100.000,22/43,56
2021/03/16,08:14,100.000,24/47,56
2021/03/16,08:24,100.000,26/51,56
2021/03/16,08:34,100.000,26/51,56
2021/03/16,08:44,100.000,26/51,56
2021/03/16,08:54,100.000,26/51,56
2021/03/16,09:04,100.000,28/55,56
2021/03/16,09:14,100.000,28/55,56
2021/03/16,09:24,100.000,28/55,56
2021/03/16,09:34,100.000,31/61,56
2021/03/16,09:44,100.000,32/63,56
2021/03/16,09:54,100.000,36/71,56
2021/03/16,10:04,100.000,37/73,56
2021/03/16,10:14,100.000,44/87,56
2021/03/16,10:24,100.000,44/87,56
2021/03/16,10:34,100.000,45/89,56
2021/03/16,10:44,100.000,45/90,56
2021/03/16,10:54,100.000,49/97,56
2021/03/16,11:04,100.000,53/105,56
2021/03/16,11:14,100.000,58/115,56
2021/03/16,11:24,100.000,64/127,56
2021/03/16,11:34,100.000,66/131,56
2021/03/16,11:44,99.926,68/137,57
2021/03/16,11:54,99.778,66/133,58
2021/03/16,12:04,99.852,59/126,66
2021/03/16,12:14,100.000,58/115,66
2021/03/16,12:24,100.000,67/134,65
2021/03/16,12:34,99.926,69/139,65
2021/03/16,12:44,100.000,66/134,67
2021/03/16,12:54,99.926,65/132,66
2021/03/16,13:04,99.926,65/130,66
2021/03/16,13:14,99.778,64/128,64
2021/03/16,13:24,100.000,62/125,65
2021/03/16,13:34,99.630,63/126,64
2021/03/16,13:44,99.704,63/126,65
2021/03/16,13:54,99.483,65/131,64
2021/03/16,14:04,99.483,65/128,64
2021/03/16,14:14,99.852,66/131,63
2021/03/16,14:24,99.778,68/134,62
2021/03/16,14:34,99.778,69/136,62
2021/03/16,14:44,99.778,69/136,62
2021/03/16,14:54,99.926,69/140,61
2021/03/16,15:04,100.000,69/138,61
2021/03/16,15:14,100.000,72/143,61
2021/03/16,15:24,100.000,73/145,61
2021/03/16,15:34,100.000,77/153,61
2021/03/16,15:44,100.000,77/153,61
2021/03/16,15:54,100.000,81/161,61
2021/03/16,16:04,100.000,83/165,61
2021/03/16,16:14,100.000,83/165,61
2021/03/16,16:24,100.000,86/171,61
2021/03/16,16:34,100.000,89/178,61
2021/03/16,16:44,100.000,89/177,61
2021/03/16,16:54,100.000,92/184,61
2021/03/16,17:04,100.000,95/189,61
2021/03/16,17:14,100.000,97/193,61
2021/03/16,17:24,100.000,97/193,61
2021/03/16,17:34,100.000,99/197,61
2021/03/16,17:44,100.000,99/197,61
2021/03/16,17:54,100.000,99/197,61
2021/03/16,18:04,100.000,98/196,61
2021/03/16,18:14,100.000,99/197,61
2021/03/16,18:24,100.000,99/198,61
2021/03/16,18:34,99.926,100/199,60
2021/03/16,18:44,99.926,102/203,60
2021/03/16,18:54,99.852,103/205,59
2021/03/16,19:04,99.852,102/204,59
2021/03/16,19:14,99.852,102/204,59
2021/03/16,19:24,100.000,103/207,60
2021/03/16,19:34,100.000,101/203,60
2021/03/16,19:44,99.852,101/202,58
2021/03/16,19:54,100.000,101/202,59
2021/03/16,20:04,100.000,101/201,59
2021/03/16,20:14,100.000,107/214,57
2021/03/16,20:24,100.000,107/213,57
2021/03/16,20:34,100.000,107/213,57
2021/03/16,20:44,100.000,110/220,57
2021/03/16,20:54,100.000,110/219,57
2021/03/16,21:04,100.000,110/219,57
2021/03/16,21:14,100.000,109/218,56
2021/03/16,21:24,100.000,110/219,56
2021/03/16,21:34,99.926,110/220,56
2021/03/16,21:44,100.000,109/218,57
2021/03/16,21:54,100.000,109/217,57
2021/03/16,22:04,100.000,109/217,57
2021/03/16,22:14,100.000,109/217,57
2021/03/16,22:24,100.000,109/217,57
2021/03/16,22:34,100.000,109/217,57
2021/03/16,22:44,100.000,113/225,57
2021/03/16,22:54,100.000,116/231,57
2021/03/16,23:04,100.000,116/232,57
2021/03/16,23:14,100.000,119/237,57
2021/03/16,23:24,100.000,119/237,57
2021/03/16,23:34,100.000,119/237,57
2021/03/16,23:44,99.926,125/250,57
2021/03/16,23:54,100.000,124/248,58
2021/03/17,00:04,100.000,122/245,59
2021/03/17,00:14,100.000,122/243,59
2021/03/17,00:24,100.000,122/243,59
2021/03/17,00:34,100.000,122/243,59
2021/03/17,00:44,100.000,122/245,58
2021/03/17,00:54,100.000,122/244,58
2021/03/17,01:04,100.000,127/255,58
2021/03/17,01:14,100.000,121/242,58
2021/03/17,01:24,100.000,121/242,58
2021/03/17,01:34,99.926,121/243,58
2021/03/17,01:44,99.630,127/255,57
2021/03/17,01:54,100.000,126/253,57
2021/03/17,02:04,100.000,126/253,57
2021/03/17,02:14,100.000,126/252,57
2021/03/17,02:24,100.000,126/252,57
2021/03/17,02:34,100.000,125/251,57
2021/03/17,02:44,100.000,126/252,57
2021/03/17,02:54,100.000,126/252,57
2021/03/17,03:04,100.000,125/251,55
2021/03/17,03:14,99.926,124/249,55
2021/03/17,03:24,100.000,128/258,56
2021/03/17,03:34,100.000,123/246,56
2021/03/17,03:44,100.000,123/246,56
2021/03/17,03:54,100.000,122/245,56
2021/03/17,04:04,100.000,121/243,56
2021/03/17,04:14,100.000,125/251,55
2021/03/17,04:24,99.852,119/238,55
2021/03/17,04:34,99.778,118/236,52
2021/03/17,04:44,99.557,122/245,50
2021/03/17,04:54,99.483,121/243,49
2021/03/17,05:04,100.000,119/240,49
2021/03/17,05:14,100.000,118/236,49
2021/03/17,05:24,100.000,118/236,49
2021/03/17,05:34,100.000,117/235,49
2021/03/17,05:44,100.000,115/232,50
2021/03/17,05:54,100.000,115/228,50
2021/03/17,06:04,100.000,116/233,50
2021/03/17,06:14,100.000,110/224,54
2021/03/17,06:24,99.926,107/213,54
2021/03/17,06:34,100.000,90/197,71
2021/03/17,06:44,90.022,70/158,79
2021/03/17,06:54,99.039,64/130,79
2021/03/17,07:04,98.965,54/107,79
2021/03/17,07:14,96.970,49/98,79
2021/03/17,07:24,96.378,46/91,79
2021/03/17,07:34,96.378,45/86,79
2021/03/17,07:44,88.987,46/92,79
2021/03/17,07:54,88.174,44/85,79
2021/03/17,08:04,84.109,43/82,78
2021/03/17,08:14,84.035,41/79,78
2021/03/17,08:24,84.035,39/75,78
2021/03/17,08:34,83.814,37/71,78
2021/03/17,08:44,83.592,36/68,78
2021/03/17,08:54,83.592,36/38,78
2021/03/17,09:04,82.483,40/77,78
2021/03/17,09:14,82.557,38/71,78
2021/03/17,09:24,82.040,36/67,78
2021/03/17,09:34,78.714,35/37,77
2021/03/17,09:44,78.714,35/37,77
2021/03/17,09:54,78.566,42/73,77
2021/03/17,10:04,78.566,42/73,77
2021/03/17,10:14,78.566,42/44,77
2021/03/17,10:24,78.566,44/78,77
2021/03/17,10:34,78.566,41/43,77
2021/03/17,10:44,81.596,43/75,78
2021/03/17,10:54,78.271,40/42,77
2021/03/17,11:04,78.418,45/78,77
2021/03/17,11:14,80.488,38/46,77
2021/03/17,11:24,80.488,39/42,77
2021/03/17,11:34,80.488,39/42,77
2021/03/17,11:44,80.562,51/92,77
2021/03/17,11:54,82.114,56/101,77
2021/03/17,12:04,83.296,54/104,77
2021/03/17,12:14,83.370,49/93,77
2021/03/17,12:24,81.966,46/87,77
2021/03/17,12:34,82.557,45/84,77
2021/03/17,12:44,81.227,45/84,77
2021/03/17,12:54,82.114,43/80,77
2021/03/17,13:04,82.188,46/56,77
2021/03/17,13:14,82.188,43/49,77
2021/03/17,13:24,81.301,48/90,77
2021/03/17,13:34,81.301,42/48,77
2021/03/17,13:44,82.040,50/95,77
2021/03/17,13:54,82.779,50/95,77
2021/03/17,14:04,80.710,48/93,73
2021/03/17,14:14,79.453,47/89,70
2021/03/17,14:24,78.418,47/88,69
2021/03/17,14:34,77.975,49/92,68
2021/03/17,14:44,77.088,51/96,68
2021/03/17,14:54,77.088,50/95,69
2021/03/17,15:04,76.792,47/90,70
2021/03/17,15:14,100.000,47/91,71
2021/03/17,15:24,100.000,43/79,71
2021/03/17,15:34,100.000,42/83,76
2021/03/17,15:44,100.000,41/74,76
2021/03/17,15:54,100.000,42/76,76
2021/03/17,16:04,99.852,42/77,75
2021/03/17,16:14,99.926,39/74,78
2021/03/17,16:24,99.630,47/87,77
2021/03/17,16:34,99.704,43/53,78
2021/03/17,16:44,99.704,40/44,78
2021/03/17,16:54,99.704,40/45,78
2021/03/17,17:04,99.704,47/85,78
2021/03/17,17:14,99.704,40/44,78
2021/03/17,17:24,99.704,40/44,78
2021/03/17,17:34,99.704,40/44,78
2021/03/17,17:44,99.778,42/75,78
2021/03/17,17:54,99.557,42/75,78
2021/03/17,18:04,99.557,39/71,78
2021/03/17,18:14,99.039,38/72,78
2021/03/17,18:24,99.926,36/65,78
2021/03/17,18:34,99.926,35/44,78
2021/03/17,18:44,99.926,34/42,78
2021/03/17,18:54,99.261,37/66,77
2021/03/17,19:04,99.261,33/40,77
2021/03/17,19:14,98.965,37/66,77
2021/03/17,19:24,98.965,37/66,77
2021/03/17,19:34,98.965,41/74,77
2021/03/17,19:44,96.896,43/79,77
2021/03/17,19:54,96.748,42/76,76
2021/03/17,20:04,96.674,42/75,75
2021/03/17,20:14,96.674,42/75,75
2021/03/17,20:24,96.674,43/77,75
2021/03/17,20:34,96.674,47/86,75
2021/03/17,20:44,96.009,48/84,75
2021/03/17,20:54,96.009,49/87,75
2021/03/17,21:04,96.009,49/83,75
2021/03/17,21:14,95.639,50/85,74
2021/03/17,21:24,95.639,52/91,75
2021/03/17,21:34,95.565,51/89,73
2021/03/17,21:44,99.409,53/102,74
2021/03/17,21:54,98.817,53/99,70
2021/03/17,22:04,93.718,53/102,68
2021/03/17,22:14,94.309,57/108,70
2021/03/17,22:24,97.635,54/101,69
2021/03/17,22:34,94.161,52/99,70
2021/03/17,22:44,94.161,51/95,70
2021/03/17,22:54,94.161,49/92,71
2021/03/17,23:04,94.161,48/87,71
2021/03/17,23:14,96.748,48/88,73
2021/03/17,23:24,95.639,48/86,72
2021/03/17,23:34,95.787,45/89,77
2021/03/17,23:44,94.678,43/77,77
2021/03/17,23:54,94.678,42/56,77
2021/03/18,00:04,94.678,42/56,77
2021/03/18,00:14,90.761,41/72,76
2021/03/18,00:24,90.761,41/55,76
2021/03/18,00:34,90.761,41/55,76
2021/03/18,00:44,90.761,41/55,76
2021/03/18,00:54,90.687,44/78,76
2021/03/18,01:04,90.687,40/54,76
2021/03/18,01:14,90.761,47/87,76
2021/03/18,01:24,90.761,39/53,76
