Date,Hours,Up,Reserved,SystemUtilization
2021/03/30,07,1363.0,1271.15,93.26
2021/03/30,08,1363.0,1293.7,94.92
2021/03/30,09,1363.0,1238.3,90.85
2021/03/30,10,1363.0,1240.8,91.03
2021/03/30,11,1363.0,1304.4,95.7
2021/03/30,12,1363.0,1305.15,95.76
2021/03/30,13,1363.0,1299.05,95.31
2021/03/30,14,1363.0,1119.95,82.17
2021/03/30,15,1363.0,812.15,59.59
2021/03/30,16,1363.0,1313.0,96.33
2021/03/30,17,1363.0,1311.35,96.21
2021/03/30,18,1363.0,1303.6,95.64
2021/03/30,19,1363.0,1313.1,96.34
2021/03/30,20,1363.0,1303.6,95.64
2021/03/30,21,1363.0,1297.9,95.22
2021/03/30,22,1363.0,1242.25,91.14
2021/03/30,23,1363.0,1209.7,88.75
2021/03/31,00,1363.0,1208.55,88.67
2021/03/31,01,1363.0,1130.1,82.91
2021/03/31,02,1363.0,1072.3,78.67
2021/03/31,03,1363.0,1066.0,78.21
2021/03/31,04,1363.0,1066.0,78.21
2021/03/31,05,1363.0,1057.25,77.57
2021/03/31,06,1363.0,1056.0,77.48
2021/03/31,07,1363.0,1044.0,76.6
2021/03/31,08,1363.0,1015.65,74.52
2021/03/31,09,1363.0,1001.7,73.49
2021/03/31,10,1363.0,989.4,72.59
2021/03/31,11,1363.0,985.5,72.3
2021/03/31,12,1363.0,915.85,67.19
2021/03/31,13,1363.0,855.05,62.73
2021/03/31,14,1363.0,848.25,62.23
2021/03/31,15,1363.0,784.85,57.58
2021/03/31,16,1363.0,231.75,17.0
2021/03/31,17,1363.0,221.75,16.27
2021/03/31,18,1363.0,197.35,14.48
2021/03/31,19,1363.0,159.4,11.69
2021/03/31,20,1363.0,149.35,10.96
2021/03/31,21,1363.0,147.0,10.79
